"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Gerstle Cove",17,4,2011,"17-Apr-11",3,"bat star",50,8,38.56646,-123.33,21,9,9
"Gerstle Cove",17,4,2011,"17-Apr-11",4,"bat star",26,30,38.56646,-123.33,9.5,9,9
"Gerstle Cove",17,4,2011,"17-Apr-11",5,"bat star",50,13,38.56646,-123.33,13.5,9,9
"Gerstle Cove",17,4,2011,"17-Apr-11",6,"bat star",50,13,38.56646,-123.33,18,9,9
"Gerstle Cove",24,9,2011,"24-Sep-11",1,"bat star",25,30,38.56646,-123.33,13,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",2,"bat star",29,30,38.56646,-123.33,15.5,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",3,"bat star",73,18,38.56646,-123.33,19.5,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",4,"bat star",45,30,38.56646,-123.33,11,12,3
"Gerstle Cove",24,9,2011,"24-Sep-11",5,"bat star",100,30,38.56646,-123.33,12,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",6,"bat star",88,30,38.56646,-123.33,16,12,2
"Goldfish Bowl",18,8,2011,"18-Aug-11",1,"bat star",3,30,34.01473,-119.438,21.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",2,"bat star",22,30,34.01473,-119.438,23.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",3,"bat star",26,30,34.01473,-119.438,23.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",4,"bat star",9,30,34.01473,-119.438,19.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",5,"bat star",67,30,34.01473,-119.438,24,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",6,"bat star",21,30,34.01473,-119.438,24.5,16,8
"Hawthorne Reef",9,7,2011,"9-Jul-11",1,"bat star",42,30,33.747,-118.416,34.5,13.8,3.6
"Hawthorne Reef",9,7,2011,"9-Jul-11",2,"bat star",28,30,33.747,-118.416,37,13.8,4
"Hawthorne Reef",9,7,2011,"9-Jul-11",3,"bat star",50,20,33.747,-118.416,44,13.8,4
"Hawthorne Reef",9,7,2011,"9-Jul-11",4,"bat star",33,30,33.747,-118.416,28,13.8,2.5
"Hawthorne Reef",9,7,2011,"9-Jul-11",5,"bat star",33,30,33.747,-118.416,32.5,13.8,4
"Hawthorne Reef",9,7,2011,"9-Jul-11",6,"bat star",50,20,33.747,-118.416,36,13.8,5
"Heisler Park",18,11,2011,"18-Nov-11",1,"bat star",0,30,33.54225,-117.795,25.5,13,8.5
"Heisler Park",18,11,2011,"18-Nov-11",2,"bat star",1,30,33.54225,-117.795,33.5,13,8.5
"Heisler Park",18,11,2011,"18-Nov-11",3,"bat star",1,30,33.54225,-117.795,40.5,13,6
"Heisler Park",18,11,2011,"18-Nov-11",4,"bat star",3,30,33.54225,-117.795,28.5,13,5
"Heisler Park",18,11,2011,"18-Nov-11",5,"bat star",0,30,33.54225,-117.795,24.5,13,5
"Heisler Park",18,11,2011,"18-Nov-11",6,"bat star",0,30,33.54225,-117.795,26.5,13,5
"Hopkins",22,10,2011,"22-Oct-11",1,"bat star",49,30,36.62185,-121.902,29,11,8
"Hopkins",22,10,2011,"22-Oct-11",2,"bat star",50,10,36.62185,-121.902,42.5,11,6.6
"Hopkins",22,10,2011,"22-Oct-11",3,"bat star",50,21,36.62185,-121.902,44.5,11,3
"Hopkins",22,10,2011,"22-Oct-11",4,"bat star",33,30,36.62185,-121.902,25,11,8
"Hopkins",22,10,2011,"22-Oct-11",5,"bat star",42,30,36.62185,-121.902,33,11,3
"Hopkins",22,10,2011,"22-Oct-11",6,"bat star",50,21,36.62185,-121.902,27.5,11,3
"Isthmus Reef",22,11,2011,"22-Nov-11",1,"bat star",0,30,33.44832,-118.491,33,15,10
"Isthmus Reef",22,11,2011,"22-Nov-11",2,"bat star",0,30,33.44832,-118.491,34,15,10
"Isthmus Reef",22,11,2011,"22-Nov-11",3,"bat star",0,30,33.44832,-118.491,32.5,15,12
"Isthmus Reef",22,11,2011,"22-Nov-11",4,"bat star",0,30,33.44832,-118.491,28.5,15,12
"Isthmus Reef",22,11,2011,"22-Nov-11",5,"bat star",0,30,33.44832,-118.491,22,15,10
"Isthmus Reef",22,11,2011,"22-Nov-11",6,"bat star",0,30,33.44832,-118.491,26,15,10
"La Jolla Cove",18,6,2011,"18-Jun-11",1,"bat star",0,30,32.85217,-117.27,39.5,15,6
"La Jolla Cove",18,6,2011,"18-Jun-11",2,"bat star",0,30,32.85217,-117.27,36,15,6
"La Jolla Cove",18,6,2011,"18-Jun-11",3,"bat star",0,30,32.85217,-117.27,30.5,15,5.5
"La Jolla Cove",18,6,2011,"18-Jun-11",4,"bat star",0,30,32.85217,-117.27,35,15,6
"La Jolla Cove",18,6,2011,"18-Jun-11",5,"bat star",0,30,32.85217,-117.27,34.5,15,6
"La Jolla Cove",18,6,2011,"18-Jun-11",6,"bat star",0,30,32.85217,-117.27,32.5,15,5.5
"La Jolla Cove",21,8,2011,"21-Aug-11",1,"bat star",0,30,32.85217,-117.27,37.5,16,9
"La Jolla Cove",21,8,2011,"21-Aug-11",2,"bat star",0,30,32.85217,-117.27,35.5,16,9
"La Jolla Cove",21,8,2011,"21-Aug-11",3,"bat star",0,30,32.85217,-117.27,32.5,16,6.6
"La Jolla Cove",21,8,2011,"21-Aug-11",4,"bat star",0,30,32.85217,-117.27,37.5,16,9
"La Jolla Cove",21,8,2011,"21-Aug-11",5,"bat star",0,30,32.85217,-117.27,36,16,9
"La Jolla Cove",21,8,2011,"21-Aug-11",6,"bat star",0,30,32.85217,-117.27,30.5,16,6.6
"Light House",16,11,2011,"16-Nov-11",1,"bat star",25,30,34.01263,-119.364,23,11,8
"Light House",16,11,2011,"16-Nov-11",2,"bat star",12,30,34.01263,-119.364,18.5,11,8
"Light House",16,11,2011,"16-Nov-11",3,"bat star",12,30,34.01263,-119.364,16,11,8
"Light House",16,11,2011,"16-Nov-11",4,"bat star",0,30,34.01263,-119.364,12.5,11,8
"Light House",16,11,2011,"16-Nov-11",5,"bat star",13,30,34.01263,-119.364,13.5,11,8
"Light House",16,11,2011,"16-Nov-11",6,"bat star",3,30,34.01263,-119.364,10.5,11,8
"Lions Head",22,11,2011,"22-Nov-11",1,"bat star",0,30,33.45124,-118.502,12.5,12,10
"Lions Head",22,11,2011,"22-Nov-11",2,"bat star",0,30,33.45124,-118.502,33.5,12,15
"Lions Head",22,11,2011,"22-Nov-11",3,"bat star",0,30,33.45124,-118.502,34,12,12
"Lions Head",22,11,2011,"22-Nov-11",4,"bat star",0,30,33.45124,-118.502,25,12,10
"Lions Head",22,11,2011,"22-Nov-11",5,"bat star",0,30,33.45124,-118.502,12.5,12,15
"Lions Head",22,11,2011,"22-Nov-11",6,"bat star",0,30,33.45124,-118.502,14.5,12,15
"Little Corona Del Mar",2,7,2011,"2-Jul-11",1,"bat star",0,30,33.5898,-117.869,24.5,16,6
"Little Corona Del Mar",2,7,2011,"2-Jul-11",2,"bat star",0,30,33.5898,-117.869,21.5,16,3
"Little Corona Del Mar",2,7,2011,"2-Jul-11",3,"bat star",1,30,33.5898,-117.869,25,16,3.5
"Little Corona Del Mar",2,7,2011,"2-Jul-11",4,"bat star",0,30,33.5898,-117.869,17.5,16,6
"Little Corona Del Mar",2,7,2011,"2-Jul-11",5,"bat star",0,30,33.5898,-117.869,18.5,16,3
"Little Corona Del Mar",2,7,2011,"2-Jul-11",6,"bat star",0,30,33.5898,-117.869,24.5,16,3.5
"Little Corona Del Mar",22,11,2011,"22-Nov-11",1,"bat star",0,30,33.5898,-117.869,25,14,6
"Little Corona Del Mar",22,11,2011,"22-Nov-11",2,"bat star",0,30,33.5898,-117.869,24,14,5.4
"Little Corona Del Mar",22,11,2011,"22-Nov-11",3,"bat star",0,30,33.5898,-117.869,26.5,14,5.4
"Little Corona Del Mar",22,11,2011,"22-Nov-11",4,"bat star",0,30,33.5898,-117.869,22.5,14,4
"Little Corona Del Mar",22,11,2011,"22-Nov-11",5,"bat star",0,30,33.5898,-117.869,27.5,14,4
"Little Corona Del Mar",22,11,2011,"22-Nov-11",6,"bat star",0,30,33.5898,-117.869,31,14,4
"Lovers Point",11,6,2011,"11-Jun-11",1,"bat star",51,22,36.62545,-121.912,43.5,10,5.5
"Lovers Point",11,6,2011,"11-Jun-11",2,"bat star",50,12,36.62545,-121.912,42.5,10,4
"Lovers Point",11,6,2011,"11-Jun-11",3,"bat star",50,17,36.62545,-121.912,34.5,10,4
"Lovers Point",11,6,2011,"11-Jun-11",4,"bat star",51,12,36.62545,-121.912,37.5,10,4.6
"Lovers Point",11,6,2011,"11-Jun-11",5,"bat star",50,15,36.62545,-121.912,35,10,4
"Lovers Point",11,6,2011,"11-Jun-11",6,"bat star",50,15,36.62545,-121.912,41,10,4
"MacAbee",4,6,2011,"4-Jun-11",1,"bat star",50,15,36.6184,-121.898,42.5,11,7
"MacAbee",4,6,2011,"4-Jun-11",2,"bat star",50,24,36.6184,-121.898,44.5,11,4
"MacAbee",4,6,2011,"4-Jun-11",3,"bat star",50,7,36.6184,-121.898,49.5,11,3.2
"MacAbee",4,6,2011,"4-Jun-11",4,"bat star",45,21,36.6184,-121.898,30,11,3
"MacAbee",4,6,2011,"4-Jun-11",5,"bat star",50,10,36.6184,-121.898,25.5,11,3
"MacAbee",4,6,2011,"4-Jun-11",6,"bat star",50,11,36.6184,-121.898,38.5,11,5
"Malaga Cove",23,4,2011,"23-Apr-11",1,"bat star",0,30,33.80365,-118.398,27.5,15,3
"Malaga Cove",23,4,2011,"23-Apr-11",2,"bat star",0,30,33.80365,-118.398,20.5,15,3
"Malaga Cove",23,4,2011,"23-Apr-11",3,"bat star",0,30,33.80365,-118.398,14.5,15,3
"Malaga Cove",23,4,2011,"23-Apr-11",4,"bat star",0,30,33.80365,-118.398,17.5,15,2
"Malaga Cove",23,4,2011,"23-Apr-11",5,"bat star",0,30,33.80365,-118.398,17,15,2
"Malaga Cove",23,4,2011,"23-Apr-11",6,"bat star",0,30,33.80365,-118.398,10.5,15,3
"Mendocino Headlands",12,6,2011,"12-Jun-11",1,"bat star",41,30,39.30528,-123.811,42.5,13,6
"Mendocino Headlands",12,6,2011,"12-Jun-11",2,"bat star",4,30,39.30528,-123.811,38,13,7
"Mendocino Headlands",12,6,2011,"12-Jun-11",3,"bat star",57,30,39.30528,-123.811,32.5,13,6
"Mendocino Headlands",12,6,2011,"12-Jun-11",4,"bat star",22,30,39.30528,-123.811,39.5,13,7
"Mendocino Headlands",12,6,2011,"12-Jun-11",5,"bat star",59,7,39.30528,-123.811,30,13,5
"Mendocino Headlands",12,6,2011,"12-Jun-11",6,"bat star",39,30,39.30528,-123.811,13,13,5
"Mendocino Headlands",22,10,2011,"22-Oct-11",1,"bat star",6,30,39.30528,-123.811,47,11,7
"Mendocino Headlands",22,10,2011,"22-Oct-11",2,"bat star",22,30,39.30528,-123.811,36.5,11,6
"Mendocino Headlands",22,10,2011,"22-Oct-11",3,"bat star",44,30,39.30528,-123.811,45,11,3
"Mendocino Headlands",22,10,2011,"22-Oct-11",4,"bat star",50,3,39.30528,-123.811,33,11,3
"Mendocino Headlands",22,10,2011,"22-Oct-11",5,"bat star",50,14,39.30528,-123.811,23.5,11,3
"Mendocino Headlands",22,10,2011,"22-Oct-11",6,"bat star",50,9,39.30528,-123.811,20,11,6
"Middle Reef",11,9,2011,"11-Sep-11",1,"bat star",50,8,36.52248,-121.939,48,11,4
"Middle Reef",11,9,2011,"11-Sep-11",2,"bat star",50,18,36.52248,-121.939,57,11,7
"Middle Reef",11,9,2011,"11-Sep-11",3,"bat star",45,30,36.52248,-121.939,47,11,8
"Middle Reef",11,9,2011,"11-Sep-11",4,"bat star",50,8,36.52248,-121.939,47,11,9
"Middle Reef",11,9,2011,"11-Sep-11",5,"bat star",42,30,36.52248,-121.939,36.5,11,4
"Middle Reef",11,9,2011,"11-Sep-11",6,"bat star",50,15,36.52248,-121.939,35.5,11,5
"Middle Reef",26,5,2011,"26-May-11",1,"bat star",50,11,36.52248,-121.939,44,13,8
"Middle Reef",26,5,2011,"26-May-11",2,"bat star",50,26,36.52248,-121.939,30,13,7
"Middle Reef",26,5,2011,"26-May-11",3,"bat star",50,17,36.52248,-121.939,41,13,20
"Middle Reef",26,5,2011,"26-May-11",4,"bat star",50,17,36.52248,-121.939,21.5,13,4
"Middle Reef",26,5,2011,"26-May-11",5,"bat star",50,22,36.52248,-121.939,28,13,5
"Middle Reef",26,5,2011,"26-May-11",6,"bat star",50,26,36.52248,-121.939,34,13,10
"North Hill Street",18,9,2011,"18-Sep-11",1,"bat star",0,30,32.72862,-117.265,32.5,13,5.5
"North Hill Street",18,9,2011,"18-Sep-11",2,"bat star",0,30,32.72862,-117.265,32.5,13,5.5
"North Hill Street",18,9,2011,"18-Sep-11",3,"bat star",0,30,32.72862,-117.265,37,13,4
"North Hill Street",18,9,2011,"18-Sep-11",4,"bat star",0,30,32.72862,-117.265,32,13,5
"North Hill Street",18,9,2011,"18-Sep-11",5,"bat star",0,30,32.72862,-117.265,32,13,5
"North Hill Street",18,9,2011,"18-Sep-11",6,"bat star",0,30,32.72862,-117.265,35,13,6
"North Monastery",30,7,2011,"30-Jul-11",1,"bat star",50,11,36.52681,-121.927,13.5,11,4
"North Monastery",30,7,2011,"30-Jul-11",2,"bat star",50,7,36.52681,-121.927,27.5,11,3
"North Monastery",30,7,2011,"30-Jul-11",3,"bat star",50,9,36.52681,-121.927,24.5,11,5
"North Monastery",30,7,2011,"30-Jul-11",4,"bat star",46,30,36.52681,-121.927,12,11,5
"North Monastery",30,7,2011,"30-Jul-11",5,"bat star",50,23,36.52681,-121.927,14.5,11,5
"North Monastery",30,7,2011,"30-Jul-11",6,"bat star",50,13,36.52681,-121.927,14.5,11,5
"Ocean Cove",20,10,2011,"20-Oct-11",1,"bat star",2,30,38.55512,-123.306,21.5,NA,3
"Ocean Cove",20,10,2011,"20-Oct-11",2,"bat star",7,30,38.55512,-123.306,22,NA,3
"Ocean Cove",20,10,2011,"20-Oct-11",3,"bat star",50,30,38.55512,-123.306,21.5,NA,4
"Ocean Cove",20,10,2011,"20-Oct-11",4,"bat star",50,19,38.55512,-123.306,20.5,NA,3
"Ocean Cove",20,10,2011,"20-Oct-11",5,"bat star",NA,NA,38.55512,-123.306,24.5,NA,3
"Ocean Cove",20,10,2011,"20-Oct-11",6,"bat star",50,19,38.55512,-123.306,22,NA,3
"Otter Cove",22,6,2011,"22-Jun-11",1,"bat star",50,17,36.63493,-121.92,44.5,12,2.5
"Otter Cove",22,6,2011,"22-Jun-11",2,"bat star",50,11,36.63493,-121.92,31,12,2.5
"Otter Cove",22,6,2011,"22-Jun-11",3,"bat star",50,9,36.63493,-121.92,37.5,12,3
"Otter Cove",22,6,2011,"22-Jun-11",4,"bat star",44,30,36.63493,-121.92,27.5,12,4
"Otter Cove",22,6,2011,"22-Jun-11",5,"bat star",50,16,36.63493,-121.92,31,12,4
"Otter Cove",22,6,2011,"22-Jun-11",6,"bat star",50,23,36.63493,-121.92,23,12,2.5
"Pelican Anchorage",1,11,2011,"1-Nov-11",1,"bat star",46,30,34.03565,-119.702,39,14,3.8
"Pelican Anchorage",1,11,2011,"1-Nov-11",2,"bat star",38,30,34.03565,-119.702,28,14,3.8
"Pelican Anchorage",1,11,2011,"1-Nov-11",3,"bat star",10,30,34.03565,-119.702,29.5,14,3.8
"Pelican Anchorage",1,11,2011,"1-Nov-11",4,"bat star",43,30,34.03565,-119.702,21.5,14,7.8
"Pelican Anchorage",1,11,2011,"1-Nov-11",5,"bat star",24,30,34.03565,-119.702,21,14,7.8
"Pelican Anchorage",1,11,2011,"1-Nov-11",6,"bat star",14,30,34.03565,-119.702,21.5,14,8
"Pelican Anchorage",22,5,2011,"22-May-11",1,"bat star",41,30,34.03565,-119.702,33.5,13,5.5
"Pelican Anchorage",22,5,2011,"22-May-11",2,"bat star",49,30,34.03565,-119.702,31.5,13,4
"Pelican Anchorage",22,5,2011,"22-May-11",3,"bat star",43,30,34.03565,-119.702,36,13,4
"Pelican Anchorage",22,5,2011,"22-May-11",4,"bat star",45,30,34.03565,-119.702,25.5,13,4
"Pelican Anchorage",22,5,2011,"22-May-11",5,"bat star",26,30,34.03565,-119.702,24.5,13,4
"Pelican Anchorage",22,5,2011,"22-May-11",6,"bat star",50,18,34.03565,-119.702,27,13,4
"Pescadero",16,7,2011,"16-Jul-11",1,"bat star",50,9,36.5623,-121.96,58.5,11.1,5.5
"Pescadero",16,7,2011,"16-Jul-11",2,"bat star",50,20,36.5623,-121.96,55.5,11.1,6
"Pescadero",16,7,2011,"16-Jul-11",3,"bat star",49,30,36.5623,-121.96,59,11.1,4
"Pescadero",16,7,2011,"16-Jul-11",4,"bat star",16,30,36.5623,-121.96,37,11.1,4.8
"Pescadero",16,7,2011,"16-Jul-11",5,"bat star",50,22,36.5623,-121.96,49,11.1,4
"Pescadero",16,7,2011,"16-Jul-11",6,"bat star",0,30,36.5623,-121.96,41.5,11.1,6
"Point Arena MPA (M2)",25,9,2011,"25-Sep-11",1,"bat star",0,30,38.9448,-123.741,63,11,2
"Point Arena MPA (M2)",25,9,2011,"25-Sep-11",2,"bat star",0,30,38.9448,-123.741,NA,11,NA
"Point Arena MPA (M2)",25,9,2011,"25-Sep-11",3,"bat star",0,30,38.9448,-123.741,58.5,11,2
"Point Arena MPA (M2)",25,9,2011,"25-Sep-11",4,"bat star",0,30,38.9448,-123.741,47,11,2
"Point Arena MPA (M2)",25,9,2011,"25-Sep-11",5,"bat star",0,30,38.9448,-123.741,37.5,11,2
"Point Arena MPA (M2)",25,9,2011,"25-Sep-11",6,"bat star",0,30,38.9448,-123.741,NA,11,NA
"Point Arena Ref",24,9,2011,"24-Sep-11",1,"bat star",0,30,38.908,-123.719,51,10,4
"Point Arena Ref",24,9,2011,"24-Sep-11",2,"bat star",0,30,38.908,-123.719,50.5,10,2
"Point Arena Ref",24,9,2011,"24-Sep-11",3,"bat star",0,30,38.908,-123.719,51,10,2
"Point Arena Ref",24,9,2011,"24-Sep-11",4,"bat star",0,30,38.908,-123.719,41.5,10,2
"Point Arena Ref",24,9,2011,"24-Sep-11",5,"bat star",0,30,38.908,-123.719,39.5,10,2
"Point Arena Ref",24,9,2011,"24-Sep-11",6,"bat star",0,30,38.908,-123.719,38,10,2
"Portuguese Beach",18,5,2011,"18-May-11",1,"bat star",0,30,39.30323,-123.803,35.5,10,3
"Portuguese Beach",18,5,2011,"18-May-11",2,"bat star",0,30,39.30323,-123.803,30.5,10,3
"Portuguese Beach",18,5,2011,"18-May-11",3,"bat star",0,30,39.30323,-123.803,30.5,10,3
"Portuguese Beach",18,5,2011,"18-May-11",4,"bat star",0,30,39.30323,-123.803,35.5,10,3
"Portuguese Beach",18,5,2011,"18-May-11",5,"bat star",36,30,39.30323,-123.803,17.5,10,3
"Portuguese Beach",18,5,2011,"18-May-11",6,"bat star",1,30,39.30323,-123.803,16,10,3
"Pt. Joe",22,10,2011,"22-Oct-11",1,"bat star",50,11,36.61445,-121.965,48,11,17
"Pt. Joe",22,10,2011,"22-Oct-11",2,"bat star",50,10,36.61445,-121.965,49,11,17
"Pt. Joe",22,10,2011,"22-Oct-11",3,"bat star",50,9,36.61445,-121.965,46.5,11,10
"Pt. Joe",22,10,2011,"22-Oct-11",4,"bat star",50,23,36.61445,-121.965,42.5,11,12
"Pt. Joe",22,10,2011,"22-Oct-11",5,"bat star",43,30,36.61445,-121.965,45,11,4
"Pt. Joe",22,10,2011,"22-Oct-11",6,"bat star",50,18,36.61445,-121.965,43,11,10
"Refugio State Beach",16,7,2011,"16-Jul-11",1,"bat star",6,30,34.46106,-120.067,18.5,NA,5
"Refugio State Beach",16,7,2011,"16-Jul-11",2,"bat star",0,30,34.46106,-120.067,16,NA,3
"Refugio State Beach",16,7,2011,"16-Jul-11",3,"bat star",0,30,34.46106,-120.067,15,NA,3
"Refugio State Beach",16,7,2011,"16-Jul-11",4,"bat star",0,30,34.46106,-120.067,12.5,NA,3
"Refugio State Beach",16,7,2011,"16-Jul-11",5,"bat star",0,30,34.46106,-120.067,11.5,NA,4
"Refugio State Beach",16,7,2011,"16-Jul-11",6,"bat star",0,30,34.46106,-120.067,11,NA,4
"Sandstone Pt.",8,9,2011,"8-Sep-11",1,"bat star",25,30,33.99067,-119.554,35,15,5.5
"Sandstone Pt.",8,9,2011,"8-Sep-11",2,"bat star",27,30,33.99067,-119.554,36.5,15,5.5
"Sandstone Pt.",8,9,2011,"8-Sep-11",3,"bat star",NA,NA,33.99067,-119.554,NA,15,NA
"Sandstone Pt.",8,9,2011,"8-Sep-11",4,"bat star",NA,NA,33.99067,-119.554,NA,15,NA
"Sandstone Pt.",8,9,2011,"8-Sep-11",5,"bat star",NA,NA,33.99067,-119.554,NA,15,NA
"Sandstone Pt.",8,9,2011,"8-Sep-11",6,"bat star",NA,NA,33.99067,-119.554,NA,15,NA
"Scorpion Anchorage",1,11,2011,"1-Nov-11",1,"bat star",2,30,34.04852,-119.552,24,14,6.8
"Scorpion Anchorage",1,11,2011,"1-Nov-11",2,"bat star",7,30,34.04852,-119.552,26,14,6.8
"Scorpion Anchorage",1,11,2011,"1-Nov-11",3,"bat star",5,30,34.04852,-119.552,21.5,14,10
"Scorpion Anchorage",1,11,2011,"1-Nov-11",4,"bat star",6,30,34.04852,-119.552,20.5,14,10
"Scorpion Anchorage",1,11,2011,"1-Nov-11",5,"bat star",2,30,34.04852,-119.552,18,14,10
"Scorpion Anchorage",1,11,2011,"1-Nov-11",6,"bat star",17,30,34.04852,-119.552,17,14,6.5
"Seal Rock North Crescent Bay",24,9,2011,"24-Sep-11",1,"bat star",0,30,33.54555,-117.804,23.5,17.2,3.4
"Seal Rock North Crescent Bay",24,9,2011,"24-Sep-11",2,"bat star",0,30,33.54555,-117.804,22,17.2,3.4
"Seal Rock North Crescent Bay",24,9,2011,"24-Sep-11",3,"bat star",11,30,33.54555,-117.804,29,17.2,3.5
"Seal Rock North Crescent Bay",24,9,2011,"24-Sep-11",4,"bat star",0,30,33.54555,-117.804,16.5,17.2,4
"Seal Rock North Crescent Bay",24,9,2011,"24-Sep-11",5,"bat star",0,30,33.54555,-117.804,19.5,17.2,3.5
"Seal Rock North Crescent Bay",24,9,2011,"24-Sep-11",6,"bat star",0,30,33.54555,-117.804,19,17.2,2.3
"Shaws Cove",15,10,2011,"15-Oct-11",1,"bat star",4,30,33.54396,-117.8,39,15,5
"Shaws Cove",15,10,2011,"15-Oct-11",2,"bat star",0,30,33.54396,-117.8,30.5,15,5
"Shaws Cove",15,10,2011,"15-Oct-11",3,"bat star",0,30,33.54396,-117.8,30,15,5
"Shaws Cove",15,10,2011,"15-Oct-11",4,"bat star",3,30,33.54396,-117.8,22.5,15,4
"Shaws Cove",15,10,2011,"15-Oct-11",5,"bat star",4,30,33.54396,-117.8,31.5,15,3.5
"Shaws Cove",15,10,2011,"15-Oct-11",6,"bat star",0,30,33.54396,-117.8,24,15,3.5
"Shaws Cove",28,4,2011,"28-Apr-11",1,"bat star",21,30,33.54396,-117.8,42,13,5.5
"Shaws Cove",28,4,2011,"28-Apr-11",2,"bat star",12,30,33.54396,-117.8,36,13,5.5
"Shaws Cove",28,4,2011,"28-Apr-11",3,"bat star",2,30,33.54396,-117.8,27.5,13,5
"Shaws Cove",28,4,2011,"28-Apr-11",4,"bat star",0,30,33.54396,-117.8,28,13,5.5
"Shaws Cove",28,4,2011,"28-Apr-11",5,"bat star",4,30,33.54396,-117.8,29,13,5.5
"Shaws Cove",28,4,2011,"28-Apr-11",6,"bat star",0,30,33.54396,-117.8,23.5,13,5.5
"South La Jolla",9,11,2011,"9-Nov-11",1,"bat star",0,30,32.81345,-117.286,43,12,4.5
"South La Jolla",9,11,2011,"9-Nov-11",2,"bat star",0,30,32.81345,-117.286,40.5,12,4.5
"South La Jolla",9,11,2011,"9-Nov-11",3,"bat star",0,30,32.81345,-117.286,50.5,12,3.4
"South La Jolla",9,11,2011,"9-Nov-11",4,"bat star",0,30,32.81345,-117.286,43.5,12,7
"South La Jolla",9,11,2011,"9-Nov-11",5,"bat star",0,30,32.81345,-117.286,46.5,12,7
"South La Jolla",9,11,2011,"9-Nov-11",6,"bat star",0,30,32.81345,-117.286,44,12,7
"South Monastery",6,8,2011,"6-Aug-11",1,"bat star",68,30,36.5253,-121.932,55,10,9.5
"South Monastery",6,8,2011,"6-Aug-11",2,"bat star",50,17,36.5253,-121.932,52.5,10,6
"South Monastery",6,8,2011,"6-Aug-11",3,"bat star",35,30,36.5253,-121.932,49,10,6
"South Monastery",6,8,2011,"6-Aug-11",4,"bat star",50,26,36.5253,-121.932,37.5,10,8
"South Monastery",6,8,2011,"6-Aug-11",5,"bat star",50,16,36.5253,-121.932,36.5,10,6
"South Monastery",6,8,2011,"6-Aug-11",6,"bat star",50,21,36.5253,-121.932,33,10,6
"Spooners Cove",27,8,2011,"27-Aug-11",1,"bat star",32,30,35.27713,-120.893,48.5,11,3
"Spooners Cove",27,8,2011,"27-Aug-11",2,"bat star",20,30,35.27713,-120.893,42,11,4
"Spooners Cove",27,8,2011,"27-Aug-11",3,"bat star",37,30,35.27713,-120.893,33.5,11,3
"Spooners Cove",27,8,2011,"27-Aug-11",4,"bat star",50,23,35.27713,-120.893,33,11,7
"Spooners Cove",27,8,2011,"27-Aug-11",5,"bat star",50,19,35.27713,-120.893,33,11,6
"Spooners Cove",27,8,2011,"27-Aug-11",6,"bat star",30,30,35.27713,-120.893,35,11,3
"Stillwater Cove Monterey",9,7,2011,"9-Jul-11",1,"bat star",50,23,36.5602,-121.946,55,11,7
"Stillwater Cove Monterey",9,7,2011,"9-Jul-11",2,"bat star",50,18,36.5602,-121.946,45.5,11,4
"Stillwater Cove Monterey",9,7,2011,"9-Jul-11",3,"bat star",50,30,36.5602,-121.946,52,11,5
"Stillwater Cove Monterey",9,7,2011,"9-Jul-11",4,"bat star",50,5,36.5602,-121.946,26.5,11,3.7
"Stillwater Cove Monterey",9,7,2011,"9-Jul-11",5,"bat star",50,24,36.5602,-121.946,37,11,4.3
"Stillwater Cove Monterey",9,7,2011,"9-Jul-11",6,"bat star",50,11,36.5602,-121.946,42,11,4.3
"Stillwater Cove Sonoma",22,10,2011,"22-Oct-11",1,"bat star",50,13,38.5403,-123.289,20,13,6
"Stillwater Cove Sonoma",22,10,2011,"22-Oct-11",2,"bat star",50,8,38.5403,-123.289,24,13,6
"Stillwater Cove Sonoma",22,10,2011,"22-Oct-11",3,"bat star",50,4,38.5403,-123.289,31,13,3.3
"Stillwater Cove Sonoma",22,10,2011,"22-Oct-11",4,"bat star",50,30,38.5403,-123.289,13.5,13,2
"Stillwater Cove Sonoma",22,10,2011,"22-Oct-11",5,"bat star",50,4,38.5403,-123.289,17.5,13,2
"Stillwater Cove Sonoma",22,10,2011,"22-Oct-11",6,"bat star",50,6,38.5403,-123.289,20,13,3.3
"Torqua",9,5,2011,"9-May-11",1,"bat star",0,30,33.383,-118.35,46,16,8
"Torqua",9,5,2011,"9-May-11",2,"bat star",0,30,33.383,-118.35,44.5,16,7
"Torqua",9,5,2011,"9-May-11",3,"bat star",0,30,33.383,-118.35,41.5,16,4
"Torqua",9,5,2011,"9-May-11",4,"bat star",0,30,33.383,-118.35,30.5,16,10
"Torqua",9,5,2011,"9-May-11",5,"bat star",0,30,33.383,-118.35,25.5,16,8
"Torqua",9,5,2011,"9-May-11",6,"bat star",0,30,33.383,-118.35,25.5,16,4
"Torqua",26,9,2011,"26-Sep-11",1,"bat star",0,30,33.383,-118.35,41,18,7.2
